id,area_px,area_frac,cx,cy,bbox_x,bbox_y,bbox_w,bbox_h,aspect_ratio,perimeter_px,solidity,compactness
661,731.5,1.4e-05,2719,560,2701,517,55,73,0.753,290.4,0.306,0.109
662,1135.5,2.1e-05,1401,583,1329,514,143,134,1.067,442.7,0.367,0.073
663,715.5,1.3e-05,1877,579,1868,510,21,135,0.156,324.2,0.474,0.086
664,5413.5,0.000101,18,1065,9,508,20,1110,0.018,2402.6,0.508,0.012
665,636.5,1.2e-05,6391,542,6377,503,37,90,0.411,318.6,0.253,0.079
666,890.5,1.7e-05,908,545,851,497,114,88,1.295,332.1,0.522,0.101
667,594.5,1.1e-05,1203,534,1173,494,61,81,0.753,219.3,0.739,0.155
668,594.0,1.1e-05,2649,499,2630,484,57,50,1.14,220.5,0.337,0.154
669,2163.0,4e-05,2197,560,2053,483,313,145,2.159,794.5,0.315,0.043
670,767.0,1.4e-05,2438,514,2382,482,115,65,1.769,300.4,0.39,0.107
671,720.0,1.3e-05,6259,501,6225,462,68,78,0.872,320.2,0.274,0.088
672,547.0,1e-05,6182,456,6164,434,51,61,0.836,228.9,0.316,0.131
673,520.0,1e-05,1863,474,1854,431,18,88,0.205,228.5,0.619,0.125
674,519.5,1e-05,1973,446,1936,420,85,58,1.466,235.2,0.535,0.118
675,549.5,1e-05,5131,427,5083,419,96,17,5.647,217.8,0.626,0.146
676,702.5,1.3e-05,7477,467,7437,411,83,111,0.748,295.5,0.619,0.101
677,726.0,1.4e-05,7823,455,7818,396,11,125,0.088,277.2,0.686,0.119
678,627.5,1.2e-05,12,442,7,385,12,120,0.1,277.9,0.551,0.102
679,617.0,1.2e-05,5865,443,5848,383,30,116,0.259,282.6,0.433,0.097
680,1273.0,2.4e-05,2647,407,2532,373,242,68,3.559,572.3,0.363,0.049
681,1224.0,2.3e-05,3424,485,3366,371,83,241,0.344,562.4,0.237,0.049
682,1994.5,3.7e-05,4864,464,4763,368,243,187,1.299,710.0,0.347,0.05
683,616.0,1.2e-05,7076,400,7068,355,18,90,0.2,214.9,0.637,0.168
684,1107.0,2.1e-05,5167,391,5050,354,211,54,3.907,509.1,0.187,0.054
685,2017.0,3.8e-05,7771,505,7732,353,71,315,0.225,735.5,0.439,0.047
686,690.0,1.3e-05,836,393,832,344,12,104,0.115,238.7,0.728,0.152
687,1408.5,2.6e-05,2295,374,2176,335,231,74,3.122,534.9,0.52,0.062
688,2633.5,4.9e-05,643,434,537,331,295,269,1.097,940.8,0.12,0.037
689,536.0,1e-05,2252,339,2210,321,79,34,2.324,217.8,0.529,0.142
690,1319.5,2.5e-05,1104,402,1040,313,134,178,0.753,485.9,0.6,0.07
691,607.0,1.1e-05,1874,315,1827,295,94,41,2.293,247.6,0.508,0.124
692,636.0,1.2e-05,2158,307,2113,285,93,44,2.114,237.5,0.59,0.142
693,1014.0,1.9e-05,2110,307,2049,266,125,72,1.736,319.5,0.513,0.125
694,602.5,1.1e-05,1981,297,1951,255,65,87,0.747,282.1,0.34,0.095
695,906.5,1.7e-05,2402,277,2344,249,122,58,2.103,317.9,0.47,0.113
696,633.0,1.2e-05,8,306,5,244,11,123,0.089,271.1,0.643,0.108
697,681.5,1.3e-05,2211,265,2183,238,45,58,0.776,225.7,0.443,0.168
698,552.5,1e-05,4594,281,4579,237,43,96,0.448,320.1,0.259,0.068
699,1054.0,2e-05,5509,284,5403,229,209,105,1.99,514.0,0.394,0.05
700,526.5,1e-05,1005,269,975,227,62,81,0.765,224.8,0.595,0.131
701,705.5,1.3e-05,1919,256,1866,206,108,92,1.174,325.1,0.357,0.084
702,722.5,1.3e-05,1633,272,1603,201,57,141,0.404,360.4,0.356,0.07
703,627.0,1.2e-05,5410,216,5393,190,52,56,0.929,258.9,0.354,0.118
704,830.5,1.6e-05,2221,204,2162,175,118,57,2.07,315.1,0.449,0.105
705,557.0,1e-05,1917,183,1875,170,85,29,2.931,205.7,0.591,0.165
706,2385.5,4.5e-05,1303,339,1223,158,154,344,0.448,816.5,0.618,0.045
707,1425.0,2.7e-05,1572,266,1507,135,104,251,0.414,613.0,0.24,0.048
708,540.0,1e-05,2900,139,2870,127,67,36,1.861,182.5,0.453,0.204
709,564.5,1.1e-05,2049,141,2034,115,40,54,0.741,222.2,0.457,0.144
710,887.5,1.7e-05,2069,162,2004,109,112,84,1.333,341.9,0.242,0.095
711,1748.5,3.3e-05,5168,215,5050,108,219,219,1.0,679.3,0.4,0.048
712,529.0,1e-05,2009,130,1994,106,32,57,0.561,219.1,0.478,0.138
713,2943.0,5.5e-05,1449,330,1381,103,124,404,0.307,1020.1,0.17,0.036
714,1724.5,3.2e-05,5277,204,5244,94,96,241,0.398,634.1,0.137,0.054
715,880.5,1.6e-05,53,138,4,94,133,104,1.279,420.9,0.267,0.062
716,2710.5,5.1e-05,1735,204,1670,84,137,236,0.581,1160.4,0.161,0.025
717,977.5,1.8e-05,1284,121,1215,83,127,67,1.896,323.9,0.461,0.117
718,682.5,1.3e-05,1842,111,1827,79,52,54,0.963,228.1,0.401,0.165
719,516.5,1e-05,217,65,173,42,89,40,2.225,213.2,0.59,0.143
720,692.0,1.3e-05,8212,9,8146,4,138,15,9.2,320.8,0.457,0.085
721,628.5,1.2e-05,8082,8,8031,3,109,17,6.412,250.5,0.479,0.126
722,1345.5,2.5e-05,7912,8,7806,3,221,17,13.0,491.5,0.44,0.07
723,2257.0,4.2e-05,7589,7,7407,3,350,31,11.29,808.6,0.33,0.043
724,828.5,1.5e-05,7323,6,7228,3,175,10,17.5,387.7,0.6,0.069
725,1111.5,2.1e-05,2508,6,2406,3,233,11,21.182,512.4,0.58,0.053
726,2673.5,5e-05,2157,7,1917,3,484,19,25.474,1048.5,0.438,0.031
727,2292.0,4.3e-05,1709,8,1500,3,416,32,13.0,941.2,0.238,0.033
728,1831.5,3.4e-05,1362,7,1193,3,310,30,10.333,708.8,0.35,0.046
729,959.5,1.8e-05,657,8,569,3,188,11,17.091,406.4,0.622,0.073
730,853.0,1.6e-05,6125,6,6045,2,172,24,7.167,389.0,0.388,0.071
731,1327.5,2.5e-05,5917,5,5759,2,286,13,22.0,610.6,0.55,0.045
732,5177.5,9.7e-05,6704,6,6218,0,961,13,73.923,2086.9,0.513,0.015
733,14337.0,0.000268,3990,6,2642,0,2682,16,167.625,5735.9,0.442,0.005
734,2001.5,3.7e-05,215,39,127,0,201,86,2.337,682.3,0.354,0.054
